Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
2/21/2017,7282.68,1.49,0.0002,7284.93,7258.31,7284.93,1.83B,-558.18M,0
2/22/2017,7304.45,21.77,0.003,7275.51,7263.2,7304.45,1.07B,-1B,0
2/23/2017,7335.56,31.11,0.0043,7312.42,7290.21,7339.9,1.37B,853.81M,0
2/24/2017,7258.99,-76.57,-0.0104,7328.95,7258.99,7331.72,877.42K,53.23M,0
2/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
2/27/2017,7232.47,-26.52,-0.0037,7266.78,7232.47,7296,826.84M,-131.7M,0
2/28/2017,7212.09,-20.38,-0.0028,7239.64,7152.45,7245.6,2.28B,-771.07M,0
3/1/2017,7170.7,-41.39,-0.0057,7167.89,7150.61,7186.48,956.43M,-812.89M,0
3/2/2017,7234.94,64.24,0.009,7183.45,7183.45,7244.05,4.39B,-415.41M,0
3/3/2017,7247.12,12.18,0.0017,7232.47,7197.16,7247.12,1.49B,-339.63M,0
3/4/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/6/2017,7313.87,66.75,0.0092,7228.92,7216.12,7316.57,1.7B,760.49M,0
3/7/2017,7294.52,-19.35,-0.0026,7310.65,7285.25,7326.07,1.77B,170.75M,0
3/8/2017,7294.56,0.04,0,7314.42,7294.56,7341.58,1.08B,-310.13M,0
3/9/2017,7295.45,0.89,0.0001,7298.1,7295.45,7326.83,5.08B,-60.42M,0
3/10/2017,7146.27,-149.18,-0.0204,7298.18,7146.27,7298.74,3.75B,-617.97M,0
3/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/13/2017,7233.09,86.82,0.0121,7213.74,7202.17,7238.6,1.43B,-282.06M,0
3/14/2017,7261.75,28.66,0.004,7253.13,7244,7281.57,1.71B,10.35M,0
3/15/2017,7253.79,-7.96,-0.0011,7268.35,7214.96,7275.98,1.8B,-780.52M,0
3/16/2017,7278.6,24.81,0.0034,7279.86,7268.18,7320.5,2.01B,-118.17M,0
3/17/2017,7345.02,66.42,0.0091,7307.01,7274.68,7417.76,1.9B,169.08M,0
3/18/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/20/2017,7316.57,-28.45,-0.0039,7374.45,7297.32,7380.57,1.27B,-929.52M,0
3/21/2017,7323.31,6.74,0.0009,7319.92,7318.19,7361.44,1.39B,77.8M,0
3/22/2017,7254.93,-68.38,-0.0093,7300.46,7230.17,7300.46,1.28B,-958.84M,0
3/23/2017,7301.03,46.1,0.0064,7299.89,7281.85,7315.89,1.07B,-386.06M,0
3/24/2017,7269.62,-31.41,-0.0043,7308.65,7269.62,7317.25,1.23B,-1.14B,0
3/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
3/27/2017,7245.97,-23.65,-0.0033,7268.64,7222.15,7276,1.02B,-523.8M,0
3/28/2017,7331.46,85.49,0.0118,7276.26,7274.6,7331.46,1.59B,53.21M,0
3/29/2017,7324,-7.46,-0.001,7320.09,7310.02,7354.46,2.37B,-6B,0
3/30/2017,7332.59,8.59,0.0012,7327.38,7327.38,7360.39,864.73M,-179.43M,0
3/31/2017,7311.72,-20.87,-0.0029,7336.61,7301.69,7340.64,1.01B,4.64M,0
4/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/3/2017,7341.65,29.93,0.0041,7323.74,7317.74,7346,1.02B,647.28M,0
4/4/2017,7446.49,104.84,0.0143,7363.88,7354.57,7456.26,1.95B,4.08B,0
4/5/2017,7584.21,137.72,0.0185,7478.5,7476.57,7584.86,1.69B,1.25B,0
4/6/2017,7565.32,-18.89,-0.0025,7580.24,7529.47,7603.9,2.02B,837.46M,0
4/7/2017,7583.75,18.43,0.0024,7559.65,7553.52,7667.33,2.17B,1.55B,0
4/8/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/10/2017,7617.91,34.16,0.0045,7598.24,7580.36,7624.2,1.48B,466.66M,0
4/11/2017,7601.4,-16.51,-0.0022,7615.95,7588.82,7645.1,1.47B,80.53M,0
4/12/2017,7629.64,28.24,0.0037,7600.78,7594.72,7631.8,755.58M,109.05M,0
4/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/14/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/16/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/17/2017,7588.53,-41.11,-0.0054,7615.44,7584.34,7621.5,707.87M,-109.65M,0
4/18/2017,7588.98,0.45,0.0001,7594.92,7573.71,7607.83,1.25B,-186.37M,0
4/19/2017,7522.98,-66,-0.0087,7586.44,7502.93,7591.81,966.47M,-306.71M,0
4/20/2017,7563.45,40.47,0.0054,7502.29,7493.96,7563.45,1B,-341.1M,0
4/21/2017,7578.16,14.71,0.0019,7585.04,7575.34,7609.65,1.69B,-237.67M,0
4/22/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/23/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/24/2017,7588.88,10.72,0.0014,7585.36,7565.02,7599.05,2.19B,153.94M,0
4/25/2017,7700.46,111.58,0.0147,7599.9,7596.39,7719.67,2.67B,1.45B,0
4/26/2017,7726.45,25.99,0.0034,7708.85,7683.47,7733.78,1.73B,616.71M,0
4/27/2017,7661.01,-65.44,-0.0085,7721.16,7661.01,7721.16,1.62B,-145.97M,0
4/28/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/29/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
4/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/2/2017,7703.1,42.09,0.0055,7687.29,7685.54,7720.33,3.11B,333.12M,0
5/3/2017,7682.26,-20.84,-0.0027,7713.86,7682.26,7731.98,3.89B,161.09M,0
5/4/2017,7755.75,73.49,0.0096,7696.22,7689.2,7767.91,4.77B,21.98M,0
5/5/2017,7841.99,86.24,0.0111,7753.06,7742.51,7908.97,2.03B,1.47B,0
5/6/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/8/2017,7962.33,120.34,0.0153,7849.89,7849.89,7962.33,1.91B,681.53M,0
5/9/2017,7923.5,-38.83,-0.0049,7980.36,7913.14,8018.39,2.55B,1.19B,0
5/10/2017,7794.17,-129.33,-0.0163,7915.06,7794.17,7943.72,2.88B,540.22M,0
5/11/2017,7816.4,22.23,0.0029,7798.81,7773.17,7863.97,3.92B,1.28B,0
5/12/2017,7815.53,-0.87,-0.0001,7797.84,7724.37,7815.53,2.83B,-427.7M,0
5/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/14/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/15/2017,7772.93,-42.6,-0.0055,7818.02,7772.93,7860.31,1.39B,109.05M,0
5/16/2017,7791.07,18.14,0.0023,7805.53,7789.13,7840.68,1.46B,761.72M,0
5/17/2017,7826.53,35.46,0.0046,7805.57,7803.09,7842.21,1.41B,510.51M,0
5/18/2017,7757.69,-68.84,-0.0088,7797.52,7718.96,7797.52,1.02B,-549.37M,0
5/19/2017,7767.62,9.93,0.0013,7755.35,7738.75,7767.62,1.16B,-559.48M,0
5/20/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/22/2017,7806.57,38.95,0.005,7795.29,7795.29,7821.28,1.81B,268.06M,0
5/23/2017,7812.14,5.57,0.0007,7823.03,7812.14,7848.14,1.17B,146.71M,0
5/24/2017,7837.82,25.68,0.0033,7788.11,7761.61,7837.82,1.05B,451.81M,0
5/25/2017,7871.65,33.83,0.0043,7845.81,7828.94,7873.86,1.06B,527.54M,0
5/26/2017,7867.49,-4.16,-0.0005,7870.03,7858.77,7885.42,1.75B,-109.65M,0
5/27/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/28/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
5/29/2017,7886.03,18.54,0.0024,7866.48,7866.4,7925.9,1.11B,674.04M,0
5/30/2017,7860.77,-25.26,-0.0032,7891.75,7850.47,7897.77,1.33B,572.08M,0
5/31/2017,7837.12,-23.65,-0.003,7855.98,7816.61,7858.2,1.85B,572.4M,0
6/1/2017,7927.49,90.37,0.0115,7835.27,7835.27,7936.03,1.49B,190.42M,0
6/2/2017,7907.66,-19.83,-0.0025,7921.4,7907.66,8002.32,1.44B,1.77B,0
6/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/4/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/5/2017,8001.38,93.72,0.0119,7954.62,7954.62,8040.34,1.1B,965.16M,0
6/6/2017,7953.12,-48.26,-0.006,8019.2,7953.12,8020.1,3.1B,196.2M,0
6/7/2017,8002.32,49.2,0.0062,7964.02,7964.02,8018.25,2.89B,849.99M,0
6/8/2017,7958.63,-43.69,-0.0055,8007.04,7947.71,8046.63,1.29B,761.73M,0
6/9/2017,7990.24,31.61,0.004,7961.46,7956.71,8026.33,1.47B,881.95M,0
6/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2017,7917.89,-72.35,-0.0091,7995.98,7900.11,7998.76,1.73B,645.58M,0
6/14/2017,7966.01,48.12,0.0061,7933.75,7901.84,7966.01,2.19B,11.38B,0
6/15/2017,7964.49,-1.52,-0.0002,7975.43,7964.49,8028.22,1.56B,519.38M,0
6/16/2017,7882.22,-82.27,-0.0103,7961.94,7882.22,7961.94,2.19B,606.89M,0
6/17/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/18/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/19/2017,7943.75,61.53,0.0078,7900.72,7900.72,7951.08,1.32B,-165.86M,0
6/20/2017,7917.86,-25.89,-0.0033,7944.84,7917.86,7950.57,1.34B,-374.78M,0
6/21/2017,7886.37,-31.49,-0.004,7921.88,7851.97,7921.88,1.07B,337M,0
6/22/2017,7858.34,-28.03,-0.0036,7886.59,7831.82,7886.59,2.9B,673.44M,0
6/23/2017,7814.17,-44.17,-0.0056,7872.59,7799.89,7872.59,1.77B,-374.82M,0
6/24/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
6/27/2017,7876.37,62.2,0.008,7851.93,7837.23,7890.63,2.03B,-718.52M,0
6/28/2017,7857.18,-19.19,-0.0024,7889.8,7854.78,7894.33,1.93B,-198.74M,0
6/29/2017,7788.06,-69.12,-0.0088,7877.35,7774.49,7877.69,2.53B,118.61M,0
6/30/2017,7843.16,55.1,0.0071,7774.91,7734.52,7843.16,2.07B,1.03B,0
7/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/3/2017,7866.52,23.36,0.003,7840.23,7797.83,7866.52,1.78B,268.27M,0
7/4/2017,7833.96,-32.56,-0.0041,7854.98,7830.33,7858.9,1.53B,-508.48M,0
7/5/2017,7848.84,14.88,0.0019,7848.03,7821.37,7848.84,1.61B,-384.11M,0
7/6/2017,7888.31,39.47,0.005,7850.5,7849.08,7892.71,1.26B,506.76M,0
7/7/2017,7889.33,1.02,0.0001,7887.69,7880.13,7894.61,2.03B,-152.37M,0
7/8/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/10/2017,7837.47,-51.86,-0.0066,7889.47,7837.47,7900.28,1.65B,35.5M,0
7/11/2017,7858.14,20.67,0.0026,7846.84,7844.63,7863.66,1.54B,-63.6M,0
7/12/2017,7938.37,80.23,0.0102,7872.63,7872.63,7952.96,1.59B,241.66M,0
7/13/2017,7936.85,-1.52,-0.0002,7963.73,7911.83,7994.27,1.99B,-296.71M,0
7/14/2017,7885.9,-50.95,-0.0064,7952.87,7875.52,7958.08,2.51B,-779.53M,0
7/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/16/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/17/2017,7934.5,48.6,0.0062,7915.43,7914.44,7955.01,3.38B,193.66M,0
7/18/2017,7952.92,18.42,0.0023,7941.37,7941.37,7967.81,3.95B,275.29M,0
7/19/2017,7972.9,19.98,0.0025,7974.45,7967.7,8005.31,2.02B,158.11M,0
7/20/2017,7904.34,-68.56,-0.0086,7988.14,7904.34,8001.59,2.51B,-126.14M,0
7/21/2017,7989.73,85.39,0.0108,7917.26,7849.26,7989.73,1.51B,67.08M,0
7/22/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/23/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/24/2017,7962.64,-27.09,-0.0034,7985.04,7949.41,7985.04,2.71B,79.85M,0
7/25/2017,7971.72,9.08,0.0011,7985.42,7958.95,7999,1.74B,573.39M,0
7/26/2017,8037.51,65.79,0.0083,8007.7,7998.14,8062.99,1.82B,693.26M,0
7/27/2017,8045.78,8.27,0.001,8072.21,8045.78,8106.74,1.96B,626.26M,0
7/28/2017,8071.47,25.69,0.0032,8075.72,8046.76,8079.7,1.11B,632.39M,0
7/29/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
7/31/2017,8018.05,-53.42,-0.0066,8068.66,7953.47,8070.04,1.41B,-94.41M,0
8/1/2017,7906.6,-111.45,-0.0139,8015.68,7906.6,8017.18,864.59M,-330.8M,0
8/2/2017,7872.65,-33.95,-0.0043,7936.89,7872.65,8037.91,1.16B,500.83M,0
8/3/2017,7876.66,4.01,0.0005,7897.84,7862.11,7946.31,917.42M,135.67M,0
8/4/2017,7932.82,56.16,0.0071,7918.91,7918.03,7960.8,945.09M,18.11M,0
8/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/6/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/7/2017,7992.27,59.45,0.0075,7955.37,7955.1,7992.27,1.4B,-40.82M,0
8/8/2017,7986.51,-5.76,-0.0007,8030.07,7986.51,8039.05,1.11B,459.16M,0
8/9/2017,7985.83,-0.68,-0.0001,8007.25,7940.97,8011.59,1.16B,342.71M,0
8/10/2017,7966.25,-19.58,-0.0025,8005.39,7934.82,8008.01,1.17B,168.94M,0
8/11/2017,7928.43,-37.82,-0.0047,7953.89,7873.31,7953.89,2B,251.9M,0
8/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/14/2017,7962.12,33.69,0.0042,7954.89,7951.57,7973.34,642.45K,265.61M,0
8/15/2017,8009.41,47.29,0.0059,8003.08,7964.33,8009.41,599.46K,197.52M,0
8/16/2017,8046.59,37.18,0.0046,8015.69,7996.01,8082.49,1.54B,34.68M,0
8/17/2017,8072.75,26.16,0.0033,8084.41,8049.61,8105.01,1.17B,352.81M,0
8/18/2017,8016.73,-56.02,-0.0069,8079,8015.68,8079,1.36B,64.5M,0
8/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/20/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2017,8015.93,-0.8,-0.0001,8018.14,7969.74,8026.31,921.44M,12.01M,0
8/23/2017,7998.75,-17.18,-0.0021,8027.97,7998.75,8028.9,762.82M,-327.87M,0
8/24/2017,8004.93,6.18,0.0008,8023.4,7978.86,8023.4,1.28B,49.97M,0
8/25/2017,8015.14,10.21,0.0013,8018.2,8009.72,8031.5,1.77B,17.52M,0
8/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/28/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
8/29/2017,7948.39,-66.75,-0.0083,8036.04,7931.78,8036.04,1.35B,-19.37M,0
8/30/2017,7956.73,8.34,0.001,7978.8,7912.43,7984.38,1.29B,-55.91M,0
8/31/2017,7958.57,1.84,0.0002,7975.51,7943.21,7976.3,1.04B,426.13M,0
9/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/4/2017,8035.2,76.63,0.0096,8014.49,7980.86,8047.44,887.27M,257.99M,0
9/5/2017,8049.35,14.15,0.0018,8038.28,7995.13,8049.35,2.21B,-123.61M,0
9/6/2017,7983.97,-65.38,-0.0081,8025.24,7972.62,8027.22,2.71B,-315.63M,0
9/7/2017,8022.98,39.01,0.0049,8003.83,7994.83,8025.74,1.75B,-896.45M,0
9/8/2017,8022.75,-0.23,0,8044.6,8018.91,8048.51,1.55B,-19.99M,0
9/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/11/2017,8049.31,26.56,0.0033,8036.93,8012.55,8055.63,899.17M,-232.01M,0
9/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/13/2017,8053.88,4.57,0.0006,8097.27,8047.04,8103.68,1.36B,3.34B,0
9/14/2017,8144.91,91.03,0.0113,8073.24,8071.76,8169.64,1.26B,-99.81M,0
9/15/2017,8180.85,35.94,0.0044,8141.39,8104.95,8180.85,1.18B,473.68M,0
9/16/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/17/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/18/2017,8294.14,113.29,0.0138,8185.24,8155.94,8294.14,1.3B,-45.63M,0
9/19/2017,8162.7,-131.44,-0.0158,8299.81,8162.7,8299.85,1.31B,-272.03M,0
9/20/2017,8219.32,56.62,0.0069,8201.69,8201.69,8250,2.16B,380.43M,0
9/21/2017,8286.86,67.54,0.0082,8239.22,8237.83,8321.81,1.7B,222.18M,0
9/22/2017,8281.27,-5.59,-0.0007,8297.94,8275.45,8314.44,3.07B,322.18M,0
9/23/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/24/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
9/25/2017,8244.73,-36.54,-0.0044,8247.41,8195.45,8252.2,1.59B,8.82M,0
9/26/2017,8170.14,-74.59,-0.009,8230.56,8119.59,8230.56,2.22B,-1.16B,0
9/27/2017,8221.92,51.78,0.0063,8159.18,8113.3,8221.92,1.65B,-1.93B,0
9/28/2017,8156.04,-65.88,-0.008,8223.69,8151.86,8223.69,1.66B,-2.57B,0
9/29/2017,8171.43,15.39,0.0019,8151.58,8151.58,8240.52,9.92B,31.68B,0
9/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/2/2017,8256.28,84.85,0.0104,8210.76,8197.89,8257.83,1.4B,-271.46M,0
10/3/2017,8312.93,56.65,0.0069,8261.29,8261.29,8321.22,1.47B,-689.83M,0
10/4/2017,8344.05,31.12,0.0037,8328.74,8328.74,8377.79,2.48B,-426.39M,0
10/5/2017,8294.01,-50.04,-0.006,8353.23,8294.01,8355.63,1.25B,-41.96M,0
10/6/2017,8310.88,16.87,0.002,8332.56,8297.02,8406.34,1.21B,11.56M,0
10/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/8/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/9/2017,8367.38,56.5,0.0068,8333.7,8326.78,8367.38,1.68B,-248.98M,0
10/10/2017,8398.04,30.66,0.0037,8354.88,8340.17,8409.92,1.63B,496.23M,0
10/11/2017,8358.47,-39.57,-0.0047,8418.33,8353.11,8427.13,894.07M,-1.3B,0
10/12/2017,8402.81,44.34,0.0053,8367.09,8361.44,8406.36,3B,247.24M,0
10/13/2017,8447.94,45.13,0.0054,8422.22,8399.84,8447.94,862.16M,651.18M,0
10/14/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/16/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/17/2017,8497.74,49.8,0.0059,8484.94,8484.94,8586.73,1.8B,498.43M,0
10/18/2017,8431.73,-66.01,-0.0078,8537.66,8332.3,8548.58,1.36B,-650.97M,0
10/19/2017,8487.37,55.64,0.0066,8441.36,8375.09,8487.37,900.43M,-463.86M,0
10/20/2017,8420.95,-66.42,-0.0078,8465.64,8415.9,8474.18,906.29M,-1.95B,0
10/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/22/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/23/2017,8348.32,-72.63,-0.0086,8429.89,8342.2,8456.98,744.19M,7.57B,0
10/24/2017,8279.92,-68.4,-0.0082,8351.03,8279.92,8373.45,670.66M,-1.17B,0
10/25/2017,8303.35,23.43,0.0028,8299.68,8244.11,8327.76,1.23B,-684.77M,0
10/26/2017,8267.92,-35.43,-0.0043,8301.17,8225.95,8313.48,992.58M,-817.63M,0
10/27/2017,8295.95,28.03,0.0034,8260.6,8209.88,8295.95,648.85M,-531.73M,0
10/28/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/29/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
10/30/2017,8365.26,69.31,0.0084,8332.33,8305.65,8365.26,730.71M,-150.19M,0
10/31/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/2/2017,8516.02,150.76,0.018,8342.98,8321.65,8543.8,1.47B,758.47M,0
11/3/2017,8376.13,-139.89,-0.0164,8544.02,8376.13,8605.15,1.03B,620.44M,0
11/4/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/6/2017,8523.07,146.94,0.0175,8393.05,8393.05,8523.07,1B,267.22M,0
11/7/2017,8521.81,-1.26,-0.0001,8519.66,8462.22,8543.41,862.44M,10.62M,0
11/8/2017,8508.49,-13.32,-0.0016,8525.04,8486.52,8532.45,1.6B,144.67M,0
11/9/2017,8519.82,11.33,0.0013,8515.4,8506.77,8563.51,1.5B,-238.76M,0
11/10/2017,8433.48,-86.34,-0.0101,8548.07,8433.48,8548.21,1.17B,-222.79M,0
11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/13/2017,8330.02,-103.46,-0.0123,8460.62,8330.02,8486.61,1.57B,-1.5B,0
11/14/2017,8379.64,49.62,0.006,8349.61,8280.43,8379.64,889.39M,55.46M,0
11/15/2017,8273.44,-106.2,-0.0127,8335.87,8260.61,8348.52,1.42B,-649.54M,0
11/16/2017,8206.44,-67,-0.0081,8211.03,8206.44,8332.94,807.28M,-1.1B,0
11/17/2017,8311.08,104.64,0.0128,8274.89,8262.9,8326.81,7.28B,199.55M,0
11/18/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/20/2017,8321.98,10.9,0.0013,8332.71,8321.98,8371.95,3.65B,294.42M,0
11/21/2017,8289.19,-32.79,-0.0039,8339.81,8289.19,8340.63,1.94B,-269.1M,0
11/22/2017,8265.68,-23.51,-0.0028,8306.72,8265.68,8346.92,1.43B,-269.15M,0
11/23/2017,8343.23,77.55,0.0094,8291.86,8278.51,8343.23,2.48B,-202.98M,0
11/24/2017,8365.11,21.88,0.0026,8330.09,8261.15,8365.11,1.8B,-461.28M,0
11/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
11/27/2017,8361.69,-3.42,-0.0004,8358.35,8261.28,8361.69,1.23B,-32.38M,0
11/28/2017,8291.88,-69.81,-0.0083,8341.77,8254.25,8341.77,1.74B,-51.77M,0
11/29/2017,8254.03,-37.85,-0.0046,8272.07,8213.65,8304.38,1.29B,1.22B,0
11/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/1/2017,8144.02,-110.01,-0.0133,8236.15,8122.32,8236.15,1.48B,-190.46M,0
12/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/4/2017,8084.45,-59.57,-0.0073,8108.21,8051.86,8126.97,1B,-474.2M,0
12/5/2017,8145,60.55,0.0075,8093.63,8085.44,8149.22,672.03M,-127.03M,0
12/6/2017,8129.62,-15.38,-0.0019,8157.6,8119.37,8197.39,734.65M,-707.87M,0
12/7/2017,8174.93,45.31,0.0056,8128.06,8109.57,8174.93,877.69M,-340.55M,0
12/8/2017,8304.7,129.77,0.0159,8176.21,8167.6,8304.7,1.02B,-37.28M,0
12/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/11/2017,8358.57,53.87,0.0065,8296.23,8277.26,8358.57,923.34M,-7.57M,0
12/12/2017,8334.06,-24.51,-0.0029,8346.27,8311.68,8362.28,638.34M,-491.4K,0
12/13/2017,8359.61,25.55,0.0031,8341.81,8321.59,8363.15,1.14B,-419.27M,0
12/14/2017,8461.06,101.45,0.0121,8366.6,8344.02,8461.06,1.84B,1.06B,0
12/15/2017,8337.04,-124.02,-0.0147,8425.66,8337.04,8425.66,941.26M,-1.1B,0
12/16/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/17/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/18/2017,8422.82,85.78,0.0103,8345.97,8345.32,8422.82,853.22M,-196.2M,0
12/19/2017,8365.96,-56.86,-0.0068,8422.09,8348.88,8422.77,1.56B,-186.94M,0
12/20/2017,8362.61,-3.35,-0.0004,8376.32,8343.99,8377.57,830.54M,-225.82M,0
12/21/2017,8378.28,15.67,0.0019,8371.91,8323.01,8378.28,1.13B,1.86B,0
12/22/2017,8432.31,54.03,0.0064,8377.92,8364.42,8432.31,839.41M,185.23M,0
12/23/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/24/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/26/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/27/2017,8490.91,58.6,0.0069,8427.05,8412.89,8490.91,1.23B,349.46M,0
12/28/2017,8535.09,44.18,0.0052,8474.99,8468.19,8571.46,764.75M,1.25B,0
12/29/2017,8558.42,23.33,0.0027,8562.86,8535.1,8640.04,3.34B,1.79B,0
12/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
12/31/2017,NA,NA,NA,NA,NA,NA,NA,NA,1
1/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/3/2018,8724.13,165.71,0.0194,8584.46,8580.5,8724.13,712.83M,348M,0
1/4/2018,8739.83,15.7,0.0018,8710,8690.34,8760.26,1.03B,-509.95M,0
1/5/2018,8770,30.17,0.0035,8743.41,8739.74,8858.07,779.52M,892.18M,0
1/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
