Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
1/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/8/2018,8745.12,-24.88,-0.0028,8818.9,8713.86,8820.53,1.09B,1.2B,0
1/9/2018,8923.72,178.6,0.0204,8758.96,8755.4,8923.72,709.37M,1.42B,0
1/10/2018,8920.29,-3.43,-0.0004,8914.25,8877.98,8926.78,672.17M,626.45M,0
1/11/2018,8813.25,-107.04,-0.012,8908.64,8745.63,8909,919.1M,-878.96M,0
1/12/2018,8814.62,1.37,0.0002,8836.29,8803.62,8868.56,649.24M,141.94M,0
1/13/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/15/2018,8857.72,43.1,0.0049,8844.35,8809.53,8897.56,735.82M,419.91M,0
1/16/2018,8865.13,7.41,0.0008,8890.74,8865.13,8969.18,627.3M,698.79M,0
1/17/2018,8848.99,-16.14,-0.0018,8879.67,8821.41,8902.27,942.72M,1.26B,0
1/18/2018,8820.74,-28.25,-0.0032,8790.05,8772.45,8822.4,1.14B,383.38M,0
1/19/2018,8915.92,95.18,0.0108,8824.72,8802.78,8915.92,914.34M,92.1M,0
1/20/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/22/2018,8950.62,34.7,0.0039,8893.14,8883,8975.12,890.17M,448.38M,0
1/23/2018,8999.02,48.4,0.0054,8952.81,8916.07,8999.02,1.19B,264.82M,0
1/24/2018,8920.23,-78.79,-0.0088,8992.37,8898.21,8992.37,896.77M,-47.28M,0
1/25/2018,8999.17,78.94,0.0088,8907.45,8907.24,8999.17,1.32B,119.62M,0
1/26/2018,9041.2,42.03,0.0047,8995.61,8945.32,9041.2,1.02B,-242.25M,0
1/27/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/28/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
1/29/2018,9058.62,17.42,0.0019,9051.75,9008.41,9078.37,1.27B,-86.04M,0
1/30/2018,8910.48,-148.14,-0.0164,9025.29,8838.69,9025.29,2.39B,-2.02B,0
1/31/2018,8764.01,-146.47,-0.0164,8831.83,8721.85,8831.83,2.99B,-2.33B,0
2/1/2018,8738.72,-25.29,-0.0029,8748.38,8738.72,8818.1,2.75B,-1.36B,0
2/2/2018,8810.75,72.03,0.0082,8746.86,8746.86,8810.75,3.08B,-978.26M,0
2/3/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/4/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/5/2018,8616,-194.75,-0.0221,8680.59,8555.55,8680.59,1.17B,-1.95B,0
2/6/2018,8550.42,-65.58,-0.0076,8475.08,8379.83,8550.42,1.89B,-1.44B,0
2/7/2018,8667.56,117.14,0.0137,8648,8603.18,8700.56,1.28B,-598.98M,0
2/8/2018,8645.08,-22.48,-0.0026,8679.37,8601.53,8679.37,1.03B,-556.3M,0
2/9/2018,8503.69,-141.39,-0.0164,8545.88,8421.74,8546.02,1.36B,-136.8M,0
2/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/12/2018,8487.91,-15.78,-0.0019,8533.8,8460.56,8554.51,2.39B,-1.27B,0
2/13/2018,8570.14,82.23,0.0097,8514.06,8476.46,8570.14,899.28K,-841.65M,0
2/14/2018,8598.11,27.97,0.0033,8563.57,8498.57,8598.11,1.8B,-719.46M,0
2/15/2018,8612.44,14.33,0.0017,8603.71,8505.86,8612.44,2.13B,-373.42M,0
2/16/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/17/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/18/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/19/2018,8710.22,97.78,0.0114,8593.87,8538.2,8757.83,7.35B,44.93M,0
2/20/2018,8722.7,12.48,0.0014,8727.16,8637.77,8728.08,3.47B,-423.42M,0
2/21/2018,8613.65,-109.05,-0.0125,8677.51,8613.5,8677.51,1.92B,-516.38M,0
2/22/2018,8515.57,-98.08,-0.0114,8598.5,8472.89,8605.93,2.96B,-389.87M,0
2/23/2018,8467.56,-48.01,-0.0056,8520.73,8465.79,8526.23,3.26B,-1.04B,0
2/24/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2018,8499.98,32.42,0.0038,8450.15,8373.68,8499.98,4.81B,-1.53B,0
2/27/2018,8592.38,92.4,0.0109,8507.68,8507.45,8592.38,3.55B,-276.98M,0
2/28/2018,8475.29,-117.09,-0.0136,8538.53,8475.29,8575.44,16.91B,-939.04M,0
3/1/2018,8465.77,-9.52,-0.0011,8471.22,8429.75,8503.68,6.9B,-557.18M,0
3/2/2018,8458.57,-7.2,-0.0009,8414.94,8337.69,8458.57,4.87B,-619.93M,0
3/3/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/4/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/5/2018,8386.17,-72.4,-0.0086,8434.67,8350.53,8449.82,728.76K,-290.15M,0
3/6/2018,8360.22,-25.95,-0.0031,8388.02,8344.84,8411.76,4.5B,-737.18M,0
3/7/2018,8404.69,44.47,0.0053,8373.62,8333.11,8404.69,2.42B,-295.89M,0
3/8/2018,8381.85,-22.84,-0.0027,8388.08,8350.53,8389.74,1.99B,-715.67M,0
3/9/2018,8372.51,-9.34,-0.0011,8401.33,8367.63,8409.75,2.57B,-573.73M,0
3/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/12/2018,8453.5,80.99,0.0097,8442.25,8425.93,8484.65,8.62B,-731.72M,0
3/13/2018,8419.57,-33.93,-0.004,8454.09,8397.96,8462.25,778.22K,-480.83M,0
3/14/2018,8348.74,-70.83,-0.0084,8430.03,8284.76,8430.03,6.59B,-1.43B,0
3/15/2018,8190.01,-158.73,-0.019,8322.1,8190.01,8326.01,8.14B,-1.4B,0
3/16/2018,8238.15,48.14,0.0059,8200.14,8156.19,8258.09,6.21B,-2.52B,0
3/17/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/18/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/19/2018,8235.54,-2.61,-0.0003,8236.54,8169,8240.13,5.01B,173.73M,0
3/20/2018,8059.6,-175.94,-0.0214,8180.25,8015.49,8180.25,5.01B,-3.84B,0
3/21/2018,7909.07,-150.53,-0.0187,8097.59,7909.07,8097.59,2.07B,-1.51B,0
3/22/2018,8124.45,215.38,0.0272,7934.83,7928.75,8124.45,2.02B,-180.05M,0
3/23/2018,7970.8,-153.65,-0.0189,7980.66,7923.65,7980.66,2.55B,-1.07B,0
3/24/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/26/2018,7932.38,-38.42,-0.0048,7948.05,7834.11,7949.61,1.75B,-708.18M,0
3/27/2018,8047.03,114.65,0.0145,7947.21,7947.21,8047.03,2.92B,-712.85M,0
3/28/2018,7979.83,-67.2,-0.0084,8016.35,7967.28,8056.22,1.71B,-1.12B,0
3/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
3/31/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/2/2018,8039.45,59.62,0.0075,7993.63,7944.86,8039.45,1.59B,-625.3M,0
4/3/2018,8048.72,9.27,0.0012,7976.33,7976.33,8071.68,2.34B,-238.61M,0
4/4/2018,7997.67,-51.05,-0.0063,8084.93,7991.6,8084.93,1.67B,57.46M,0
4/5/2018,8022.16,24.49,0.0031,8035.64,7988.37,8043.66,4.05B,-211.64M,0
4/6/2018,7945.66,-76.5,-0.0095,8018.77,7901.79,8047.7,2.37B,-482.75M,0
4/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/8/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/9/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/10/2018,7934.68,-10.98,-0.0014,7946.45,7890.31,7984.64,1.71B,-465.76M,0
4/11/2018,7943.93,9.25,0.0012,7958.33,7930.66,7990.98,1.23B,-627.37M,0
4/12/2018,8043.07,99.14,0.0125,7962.66,7951.09,8043.07,1.45B,152.8M,0
4/13/2018,7899.98,-143.09,-0.0178,8031.23,7899.98,8031.23,3.18B,-829.5M,0
4/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/16/2018,7870.25,-29.73,-0.0038,7928.99,7845.47,7928.99,1.68B,139.71M,0
4/17/2018,7723.39,-146.86,-0.0187,7861.72,7691.79,7861.72,1.23B,-453.85M,0
4/18/2018,7793.13,69.74,0.009,7743.14,7743.14,7828.85,1.1B,443.24M,0
4/19/2018,7682.24,-110.89,-0.0142,7689.35,7537.42,7756.4,1.82B,-2.66B,0
4/20/2018,7726.72,44.48,0.0058,7698.08,7691.93,7783.55,725.94M,-381.15M,0
4/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/22/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/23/2018,7719.47,-7.25,-0.0009,7736.09,7663.53,7746.86,1.04B,-308.2M,0
4/24/2018,7600.36,-119.11,-0.0154,7704.18,7600.36,7704.27,2.3B,-175.32M,0
4/25/2018,7557.91,-42.45,-0.0056,7595.49,7526.3,7636.57,1.7B,-370.53M,0
4/26/2018,7617.42,59.51,0.0079,7544.02,7529.13,7617.42,780.93M,-488.04M,0
4/27/2018,7721.02,103.6,0.0136,7631.44,7604.54,7721.02,1.57B,-744.73M,0
4/28/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
4/30/2018,7819.25,98.23,0.0127,7726.96,7726.27,7822.84,974.73M,-605.44M,0
5/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/2/2018,7736.07,-83.18,-0.0106,7791.63,7736.07,7856.5,1.29B,-340.68M,0
5/3/2018,7535.1,-200.97,-0.026,7792.41,7535.1,7792.41,1.14B,-963.29M,0
5/4/2018,7546.19,11.09,0.0015,7541,7499.26,7558.31,792.9M,532.12M,0
5/5/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/7/2018,7533.28,-12.91,-0.0017,7578.8,7517.09,7581.72,1.1B,-462.74M,0
5/8/2018,7577.57,44.29,0.0059,7544.1,7543.35,7615.22,793.39M,-225.77M,0
5/9/2018,7555.27,-22.3,-0.0029,7587.68,7535.93,7590.8,1.21B,-638.33M,0
5/10/2018,7571,15.73,0.0021,7547.46,7531.66,7630.29,880.85M,-1.11B,0
5/11/2018,7752.11,181.11,0.0239,7625.1,7625.1,7760.26,673.23M,571.15M,0
5/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/13/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/15/2018,7885.97,133.86,0.0173,7771.9,7765.46,7906.45,995.8M,293.36M,0
5/16/2018,7869.56,-16.41,-0.0021,7869.48,7751.33,7869.56,661.03M,-479.85M,0
5/17/2018,7694.12,-175.44,-0.0223,7855.9,7694.12,7855.9,1.32B,-1.32B,0
5/18/2018,7672.28,-21.84,-0.0028,7742.39,7639.15,7742.39,1.31B,-715.35M,0
5/19/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/20/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/21/2018,7658.05,-14.23,-0.0019,7693.22,7658.05,7715.66,1.18B,-568.47M,0
5/22/2018,7646.2,-11.85,-0.0015,7698.23,7633.52,7698.65,1.07B,-628.52M,0
5/23/2018,7560.47,-85.73,-0.0112,7673.62,7517.56,7673.62,1.86B,-649.85M,0
5/24/2018,7652.53,92.06,0.0122,7573.67,7555.45,7652.53,1.72B,-131.27M,0
5/25/2018,7647.51,-5.02,-0.0007,7673.82,7605.98,7674.29,604.76M,-267.81M,0
5/26/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/27/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
5/28/2018,7642.9,-4.61,-0.0006,7669.96,7598.13,7669.96,501.9M,-421.9M,0
5/29/2018,7602.36,-40.54,-0.0053,7662.37,7585.16,7662.37,1.15B,-169.14M,0
5/30/2018,7470.14,-132.22,-0.0174,7575.38,7461.73,7575.38,926.01M,-1.22B,0
5/31/2018,7497.17,27.03,0.0036,7496.11,7457.05,7537.63,820.14M,-194.43M,0
6/1/2018,7630.26,133.09,0.0178,7499.9,7487.37,7630.26,625.15M,-303.85M,0
6/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/3/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/4/2018,7579.61,-50.65,-0.0066,7619.38,7551.89,7620.13,464.51M,-240.53M,0
6/5/2018,7685.76,106.15,0.014,7594.55,7550.64,7685.76,1.98B,-673.32M,0
6/6/2018,7689.14,3.38,0.0004,7666.77,7654.13,7702.33,1.51B,-14.08M,0
6/7/2018,7803.31,114.17,0.0148,7693.3,7687.94,7814.88,1.43B,-486.83M,0
6/8/2018,7740.74,-62.57,-0.008,7803.35,7718.33,7803.35,826.82M,-671.65M,0
6/9/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/11/2018,7771.3,30.56,0.0039,7738.28,7699.67,7779.26,849.38M,-282.33M,0
6/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2018,7602.98,-168.32,-0.0217,7722.43,7553.74,7723.85,814.89M,-1.51B,0
6/14/2018,7529.54,-73.44,-0.0097,7553.8,7479.57,7561.44,940.36M,-2.22B,0
6/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/16/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/17/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/18/2018,7414.11,-115.43,-0.0153,7403.93,7328.3,7414.11,1.61B,-1.29B,0
6/19/2018,7312.61,-101.5,-0.0137,7347.44,7253.12,7348.23,909.21M,-867.92M,0
6/20/2018,7261.62,-50.99,-0.007,7316.29,7261.01,7349.74,1.7B,-772.56M,0
6/21/2018,7098.15,-163.47,-0.0225,7262.73,7092.16,7271.21,1.91B,-2.27B,0
6/22/2018,7063.2,-34.95,-0.0049,7092.04,6923.67,7132.71,1.84B,-1.41B,0
6/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/24/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
6/25/2018,6986.88,-76.32,-0.0108,7240.06,6986.88,7240.06,715.57M,-401.53M,0
6/26/2018,7007.21,20.33,0.0029,7014.05,6929.86,7021.26,707.56M,57.67M,0
6/27/2018,7176.43,169.22,0.0241,6997.99,6984.14,7176.43,675.53M,-235.14M,0
6/28/2018,7066.57,-109.86,-0.0153,7128.51,7055.63,7128.51,623.63M,-362.06M,0
6/29/2018,7193.68,127.11,0.018,7061.48,7061.48,7193.68,750.59M,526.11M,0
6/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/2/2018,7227.96,34.28,0.0048,7184.62,7160.83,7261.29,780.25M,-457.75M,0
7/3/2018,7267.34,39.38,0.0054,7223.04,7194.55,7267.34,539.76M,-424.86M,0
7/4/2018,7348.42,81.08,0.0112,7272.03,7227.29,7348.42,590.89M,449.85M,0
7/5/2018,7233.57,-114.85,-0.0156,7306.01,7225.07,7306.01,680.84M,-524.71M,0
7/6/2018,7186.71,-46.86,-0.0065,7225.95,7143.57,7225.95,843.71M,-637.98M,0
7/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/8/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/9/2018,7186.62,-0.09,0,7196.83,7162.64,7214.57,606.51M,-730.88M,0
7/10/2018,7233.29,46.67,0.0065,7218.25,7192.58,7233.29,697.02M,-509.92M,0
7/11/2018,7333.73,100.44,0.0139,7245.73,7239.11,7333.73,852.34M,-85.69M,0
7/12/2018,7350.58,16.85,0.0023,7328.04,7307.6,7370.46,2.13B,-262.82M,0
7/13/2018,7399.18,48.6,0.0066,7372.48,7366.5,7405.42,1.49B,-37.78M,0
7/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/16/2018,7369.44,-29.74,-0.004,7388.98,7334.88,7390,919.84M,-279.31M,0
7/17/2018,7381.68,12.24,0.0017,7375.1,7346.78,7385.95,456.02M,-481.06M,0
7/18/2018,7451.37,69.69,0.0094,7381.74,7379.97,7451.37,1.24B,203.79M,0
7/19/2018,7387.87,-63.5,-0.0085,7443.94,7365.69,7459.14,672.72M,-580.19M,0
7/20/2018,7399.61,11.74,0.0016,7390.57,7327.35,7411.45,568.58M,-445.2M,0
7/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/22/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/23/2018,7376.8,-22.81,-0.0031,7388.5,7368.52,7408.16,657.02M,195.99M,0
7/24/2018,7447.02,70.22,0.0095,7362.98,7362.98,7447.02,2.65B,-47.96M,0
7/25/2018,7514,66.98,0.009,7438.85,7438.85,7620.39,1.4B,246.3M,0
7/26/2018,7665.85,151.85,0.0202,7557.86,7557.86,7665.85,697.29M,644.67M,0
7/27/2018,7701.38,35.53,0.0046,7661.66,7586.34,7701.38,1.29B,370.74M,0
7/28/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
7/30/2018,7773.32,71.94,0.0093,7693.45,7683.1,7773.32,1.02B,511.35M,0
7/31/2018,7672,-101.32,-0.013,7730.09,7623.77,7742.85,842.02M,255.59M,0
8/1/2018,7838.22,166.22,0.0217,7664.99,7655.3,7838.22,966.44M,324.41M,0
8/2/2018,7759.55,-78.67,-0.01,7824.52,7746.09,7824.52,1.06B,-241.69M,0
8/3/2018,7819.39,59.84,0.0077,7763.49,7709.86,7819.39,1.72B,6.65M,0
8/4/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/5/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/6/2018,7817.31,-2.08,-0.0003,7809.38,7784.05,7843.59,2.07B,-86.96M,0
8/7/2018,7725.85,-91.46,-0.0117,7813.38,7725.85,7814.89,1.79B,-112.43M,0
8/8/2018,7851.46,125.61,0.0163,7737.49,7737.49,7851.46,1.25B,325.87M,0
8/9/2018,7820.71,-30.75,-0.0039,7856.7,7751.42,7879.27,1.13B,322.97M,0
8/10/2018,7804.98,-15.73,-0.002,7804.02,7781.82,7840.63,1.5B,-515.89M,0
8/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/13/2018,7635.27,-169.71,-0.0217,7782.11,7634.6,7782.11,1.44B,-830.21M,0
8/14/2018,7527.78,-107.49,-0.0141,7623.11,7508.83,7623.11,1.34B,-1.47B,0
8/15/2018,7540.92,13.14,0.0017,7520.99,7513.44,7566.62,1.97B,-645.47M,0
8/16/2018,7517.36,-23.56,-0.0031,7534.57,7478.94,7541.92,1.06B,-884.02M,0
8/17/2018,7583.52,66.16,0.0088,7529.96,7529.96,7617.49,1.16B,-900.63M,0
8/18/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/19/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/20/2018,7500.53,-82.99,-0.0109,7592.17,7500.53,7606.81,1.42B,-669.91M,0
8/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2018,7632.26,131.73,0.0176,7551.65,7529.64,7632.26,1.65B,62.13M,0
8/23/2018,7804.03,171.77,0.0225,7623.77,7623.77,7804.03,810.37M,514.21M,0
8/24/2018,7766.47,-37.56,-0.0048,7775.52,7718.17,7783.29,2.27B,-398.89M,0
8/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/26/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
8/28/2018,7844.61,78.14,0.0101,7769.81,7769.81,7861.6,1.55B,474.4M,0
8/29/2018,7830.96,-13.65,-0.0017,7803.04,7773.07,7831.34,3.04B,91.21M,0
8/30/2018,7853.16,22.2,0.0028,7818.27,7818.27,7875.16,1.25B,-105.35M,0
8/31/2018,7855.71,2.55,0.0003,7838.06,7776.85,7855.71,1.08B,-45.41M,0
9/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/3/2018,7832.22,-23.49,-0.003,7879,7820.92,7879,736.95M,-702.46M,0
9/4/2018,7881.82,49.6,0.0063,7842.68,7828.38,7881.82,874.59M,-257.56M,0
9/5/2018,7752.27,-129.55,-0.0164,7859.76,7699.02,7861.4,1.69B,-1.04B,0
9/6/2018,7638.71,-113.56,-0.0146,7715.14,7552.24,7715.14,1.17B,-1.02B,0
9/7/2018,7598.64,-40.07,-0.0052,7597.42,7526.73,7620.88,646.75M,-1.42B,0
9/8/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/9/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/10/2018,7596.15,-2.49,-0.0003,7591.51,7466.27,7605.57,981.44K,-852.58M,0
9/11/2018,7518.01,-78.14,-0.0103,7582.81,7492.4,7582.81,1.12B,-577.03M,0
9/12/2018,7449.2,-68.81,-0.0092,7505.2,7449.2,7534.23,1.17B,-886.62M,0
9/13/2018,7517.37,68.17,0.0092,7473.4,7452.81,7517.37,738.47M,-398.03M,0
9/14/2018,7413.15,-104.22,-0.0139,7508.34,7413.15,7517.63,715.86M,-815.36M,0
9/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/16/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/17/2018,7413.56,0.41,0.0001,7424.88,7399.19,7433.69,968.13M,-250.88M,0
9/18/2018,7286.34,-127.22,-0.0172,7411.77,7273.98,7418.54,1.23B,-294.33M,0
9/19/2018,7221.23,-65.11,-0.0089,7285.57,7203.36,7337.68,848.73M,-636.47M,0
9/20/2018,7134.73,-86.5,-0.012,7256.53,7134.73,7259.76,792.15M,-385.7M,0
9/21/2018,7383,248.27,0.0348,7184.57,7180,7383,1.2B,-132.15M,0
9/22/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/24/2018,7433.61,50.61,0.0069,7361.58,7361.58,7433.61,1.31B,-563.57M,0
9/25/2018,7332.17,-101.44,-0.0136,7426.66,7331.75,7426.66,612.44M,-160.45M,0
9/26/2018,7268.21,-63.96,-0.0087,7342.61,7205.04,7342.61,1.05B,-520.35M,0
9/27/2018,7320.59,52.38,0.0072,7272.44,7215.67,7320.59,667.52M,-520.5M,0
9/28/2018,7276.82,-43.77,-0.006,7313.67,7276.82,7375.52,1.02B,-29.14M,0
9/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
9/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/1/2018,7222.08,-54.74,-0.0075,7256.54,7176.2,7261.4,705.52M,-677.5M,0
10/2/2018,7132.36,-89.72,-0.0124,7237.41,7093.92,7237.41,921.4M,-397.38M,0
10/3/2018,7210.87,78.51,0.011,7129.4,7095.26,7210.87,587.96M,-281.9M,0
10/4/2018,7093.34,-117.53,-0.0163,7190.83,7093.34,7194.06,1.05B,-423.84M,0
10/5/2018,7078.2,-15.14,-0.0021,7093.92,7072.28,7102.33,1.13B,-885.37M,0
10/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/8/2018,7050.82,-27.38,-0.0039,7079.88,7050.82,7123.29,769.2M,-527.9M,0
10/9/2018,7059.38,8.56,0.0012,7063.91,7016.48,7066.11,953.28M,-158.01M,0
10/10/2018,7001.14,-58.24,-0.0083,7092.8,6960.43,7092.8,1.53B,-507.96M,0
10/11/2018,6884.38,-116.76,-0.0167,6934.76,6790.58,6934.76,1.03B,-861.13M,0
10/12/2018,7004.77,120.39,0.0175,6872.89,6847.86,7004.77,636.86M,-720.77M,0
10/13/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/15/2018,6926.51,-78.26,-0.0112,7035.97,6926.51,7063.38,542.16M,-738M,0
10/16/2018,6987.02,60.51,0.0087,6936.17,6894.29,6987.02,425.55M,-223.54M,0
10/17/2018,7099.68,112.66,0.0161,7015.55,7015.55,7140.08,527.59M,-633.66M,0
10/18/2018,7141.25,41.57,0.0059,7095.89,7060.84,7141.25,457.65M,-149.63M,0
10/19/2018,7151.52,10.27,0.0014,7122.5,7086.57,7162.68,2.17B,-220.42M,0
10/20/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/22/2018,7236.16,84.64,0.0118,7144.98,7124.7,7251.08,688.55M,-82.88M,0
10/23/2018,7197.62,-38.54,-0.0053,7262.71,7159.72,7265.11,650.03M,-102.84M,0
10/24/2018,7129.42,-68.2,-0.0095,7185.83,7129.42,7186.32,1.06B,-700.05M,0
10/25/2018,6966.84,-162.58,-0.0228,7086.17,6941.1,7086.17,870.53M,-1.12B,0
10/26/2018,7064.33,97.49,0.014,6987.8,6979.07,7065.38,892.97M,-398.6M,0
10/27/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/28/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
10/29/2018,7109.03,44.7,0.0063,7054.65,7046.11,7109.03,552.99M,-391.91M,0
10/30/2018,7016.06,-92.97,-0.0131,7093.75,7016.06,7097.39,429.04M,-939.97M,0
10/31/2018,7140.29,124.23,0.0177,7032.63,7032.63,7140.29,604.84M,228.75M,0
11/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/3/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/4/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/5/2018,7213.44,73.15,0.0102,7204.13,7189.63,7242.99,2.82B,-5.76B,0
11/6/2018,7180.11,-33.33,-0.0046,7213.21,7162.17,7276.54,1.15B,-793.47M,0
11/7/2018,7033.93,-146.18,-0.0204,7181.26,6994.26,7185.61,2.66B,38.6B,0
11/8/2018,7035.71,1.78,0.0003,7025.08,6946.83,7036.5,1.56B,-668.31M,0
11/9/2018,6968.82,-66.89,-0.0095,7039.39,6941.99,7039.39,1.17B,-598.19M,0
11/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
11/12/2018,6926.2,-42.62,-0.0061,6967.65,6917.54,6967.65,883.54M,-608.95M,0
11/13/2018,6843.83,-82.37,-0.0119,6912.14,6820.22,6913.51,2.95B,-1.26B,0
11/14/2018,6923.08,79.25,0.0116,6867.33,6861.09,6932.4,1.03B,-831.56M,0
11/15/2018,6952.59,29.51,0.0043,6912.19,6898.55,6971.63,779.12M,-21.5M,0
11/16/2018,7083.34,130.75,0.0188,7009.08,7009.08,7121.85,699.67M,-148.54M,0
11/17/2018,NA,NA,NA,NA,NA,NA,NA,NA,1
