"","ds","yhat","yhat_lower","yhat_upper"
"357",2009-12-27,3027.20937288841,2699.13498836052,3348.63171377962
"358",2009-12-28,2907.19496895301,2585.74845007673,3245.43036255062
"359",2009-12-29,2924.63220333726,2613.71168831643,3256.29684449246
"360",2009-12-30,2948.77312265623,2661.92778365602,3255.25874079574
"361",2009-12-31,2955.34533029046,2630.52894070382,3260.86579912793
"362",2010-01-01,2964.98443574869,2661.86292551997,3299.2857376765
"363",2010-01-02,3108.23482520098,2781.7196287654,3447.54459398538
"364",2010-01-03,3125.28787605968,2811.4376278618,3450.82510394733
"365",2010-01-04,3006.09268171867,2695.75338973056,3349.83666738911
"366",2010-01-05,3017.50577201253,2704.66561763322,3331.20842403004
"367",2010-01-06,3041.32566583257,2748.11804666479,3349.56110366692
"368",2010-01-07,3050.90523363661,2727.97884242497,3395.59976186929
"369",2010-01-08,3053.9331269495,2730.23304050265,3365.5134551345
"370",2010-01-09,3184.09929109414,2849.11519861963,3471.81866173963
"371",2010-01-10,3199.34191974484,2877.54221069918,3496.64848321116
"372",2010-01-11,3090.97125135704,2772.12101000395,3421.83894997675
"373",2010-01-12,3105.20134735279,2817.16562352131,3423.38049165034
"374",2010-01-13,3115.25711114303,2792.29544563609,3449.77746504398
"375",2010-01-14,3114.75355690971,2779.18688077255,3422.17269308186
"376",2010-01-15,3127.71646564554,2803.65676034926,3441.13144999613
"377",2010-01-16,3270.29442958166,2953.83690340752,3601.85682248834
"378",2010-01-17,3273.75076609538,2942.36917888321,3582.06358897235
"379",2010-01-18,3135.10984978703,2837.30781870478,3462.79858438784
"380",2010-01-19,3129.71949843508,2796.92874952326,3442.60860655555
"381",2010-01-20,3138.8184544603,2822.11516557309,3446.50176541543
"382",2010-01-21,3134.82777071963,2800.38894370094,3423.70427060214
"383",2010-01-22,3129.56413568044,2778.9441432866,3462.33620526211
"384",2010-01-23,3255.07969183287,2934.54846541792,3575.87649556481
"385",2010-01-24,3257.75863102602,2946.95086938697,3589.11145741054
